"","Zipcode","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"34193",48097,"YALE","MI",43.12,-82.79,2351,4393,74309048
"34194",48197,"YPSILANTI","MI",42.24,-83.62,26129,43735,1027227222
"34195",48198,"YPSILANTI","MI",42.24,-83.62,17231,28359,554287302
"34197",49301,"ADA","MI",42.95,-85.48,8395,16822,774898246
"34201",49705,"AFTON","MI",45.31,-84.45,354,660,6802307
"34203",48701,"AKRON","MI",43.56,-83.51,628,1130,16141465
"34204",49706,"ALANSON","MI",45.44,-84.78,2120,3763,56512696
"34206",49612,"ALDEN","MI",44.88,-85.26,565,961,13135954
"34207",48610,"ALGER","MI",44.11,-84.11,1484,2624,27983696
"34208",49010,"ALLEGAN","MI",42.52,-85.84,7887,14231,255543875
"34209",49401,"ALLENDALE","MI",42.98,-85.95,4612,8596,174009888
"34210",48801,"ALMA","MI",43.37,-84.65,5236,9187,161739162
"34211",49707,"ALPENA","MI",45.07,-83.43,10834,18648,283091352
"34213",49302,"ALTO","MI",42.85,-85.38,3594,6917,191232181
"34215",49613,"ARCADIA","MI",44.51,-86.23,370,655,7782346
"34216",48806,"ASHLEY","MI",43.18,-84.47,744,1367,21147232
"34217",49011,"ATHENS","MI",42.08,-85.23,1039,1862,31570175
"34218",49709,"ATLANTA","MI",45,-84.15,1645,2859,25364180
"34219",49905,"ATLANTIC MINE","MI",47.09,-88.71,806,1458,22488436
"34220",48611,"AUBURN","MI",43.6,-84.07,3234,5784,122850537
"34221",48703,"AU GRES","MI",44.04,-83.69,1611,2759,31277212
"34222",49012,"AUGUSTA","MI",42.33,-85.35,1777,3124,79530214
"34223",49806,"AU TRAIN","MI",46.43,-86.83,287,506,7356150
"34224",49303,"BAILEY","MI",43.27,-85.81,489,938,16959976
"34225",49304,"BALDWIN","MI",43.89,-85.85,1656,2694,26184973
"34226",49013,"BANGOR","MI",42.31,-86.11,2268,4084,58255577
"34227",48807,"BANNISTER","MI",43.13,-84.42,377,716,10329042
"34228",49908,"BARAGA","MI",46.77,-88.49,1151,1981,28677999
"34230",49807,"BARK RIVER","MI",45.72,-87.3,1565,2832,48277049
"34231",49101,"BARODA","MI",41.95,-86.48,1526,2738,52416857
"34232",49305,"BARRYTON","MI",43.74,-85.14,996,1784,20673420
"34233",48705,"BARTON CITY","MI",44.68,-83.6,257,420,3309772
"34234",48808,"BATH","MI",42.81,-84.44,2370,4288,103846138
"34235",49014,"BATTLE CREEK","MI",42.29,-85.22,9525,16679,309846544
"34236",49015,"BATTLE CREEK","MI",42.29,-85.22,12946,22475,486344543
"34237",49016,"BATTLE CREEK","MI",42.29,-85.22,468,714,17669816
"34238",49017,"BATTLE CREEK","MI",42.29,-85.22,10150,17445,331018519
"34240",49037,"BATTLE CREEK","MI",42.32,-85.26,8494,14320,201743183
"34241",48706,"BAY CITY","MI",43.59,-83.88,20233,34564,633190166
"34243",48708,"BAY CITY","MI",43.59,-83.88,12652,21270,333455376
"34245",48720,"BAY PORT","MI",43.84,-83.37,565,970,12827783
"34246",49614,"BEAR LAKE","MI",44.42,-86.14,1299,2285,28771351
"34247",48612,"BEAVERTON","MI",43.88,-84.48,4208,7567,110863984
"34249",48809,"BELDING","MI",43.09,-85.23,4799,8802,152588977
"34251",49615,"BELLAIRE","MI",44.97,-85.2,2108,3716,52940911
"34252",49021,"BELLEVUE","MI",42.44,-85.01,2853,5247,99684757
"34253",49306,"BELMONT","MI",43.07,-85.6,4454,8239,216712585
"34254",49022,"BENTON HARBOR","MI",42.11,-86.44,12995,22263,295823512
"34255",49023,"BENTON HARBOR","MI",42.11,-86.44,384,597,5795347
"34256",49616,"BENZONIA","MI",44.61,-86.09,1072,1808,20191576
"34258",49102,"BERRIEN CENTER","MI",41.94,-86.26,612,1111,20766864
"34259",49103,"BERRIEN SPRINGS","MI",41.94,-86.34,4931,8724,157160342
"34261",49911,"BESSEMER","MI",46.47,-90.04,1279,2196,36150845
"34262",49617,"BEULAH","MI",44.62,-86.09,1660,2853,39996623
"34264",49307,"BIG RAPIDS","MI",43.7,-85.48,6790,11456,199334820
"34265",49309,"BITELY","MI",43.74,-85.86,732,1272,13538173
"34266",49310,"BLANCHARD","MI",43.51,-85.08,1236,2279,33479126
"34267",49026,"BLOOMINGDALE","MI",42.38,-85.95,980,1727,27003349
"34268",49618,"BOON","MI",44.28,-85.6,332,633,9532600
"34269",49712,"BOYNE CITY","MI",45.21,-85.01,3825,6690,115784466
"34270",49713,"BOYNE FALLS","MI",45.16,-84.91,900,1591,24901964
"34272",49402,"BRANCH","MI",43.91,-86.12,623,1082,12689721
"34273",48614,"BRANT","MI",43.25,-84.29,607,1120,16548767
"34274",48615,"BRECKENRIDGE","MI",43.4,-84.47,1372,2514,39715897
"34276",49619,"BRETHREN","MI",44.3,-86.01,498,878,11657480
"34277",48722,"BRIDGEPORT","MI",43.37,-83.88,1754,3016,45452508
"34278",49106,"BRIDGMAN","MI",41.94,-86.56,2261,3997,81253873
"34279",49715,"BRIMLEY","MI",46.4,-84.57,1466,2594,41531339
"34281",49028,"BRONSON","MI",41.87,-85.19,2870,5165,80846791
"34282",49912,"BRUCE CROSSING","MI",46.51,-89.21,442,769,10109859
"34283",49716,"BRUTUS","MI",45.5,-84.75,377,660,8835212
"34284",49107,"BUCHANAN","MI",41.82,-86.36,4696,8367,152533255
"34285",49620,"BUCKLEY","MI",44.5,-85.67,1147,2039,30960696
"34286",49029,"BURLINGTON","MI",42.1,-85.07,760,1383,25141820
"34288",49030,"BURR OAK","MI",41.84,-85.32,1094,2020,28535396
"34290",49315,"BYRON CENTER","MI",42.81,-85.72,9481,17684,424913127
"34291",49601,"CADILLAC","MI",44.24,-85.41,9795,17240,280228147
"34292",49316,"CALEDONIA","MI",42.79,-85.51,9050,17102,446356312
"34294",49913,"CALUMET","MI",47.24,-88.45,3231,5571,78206758
"34298",49812,"CARNEY","MI",45.58,-87.55,443,806,12329459
"34299",48723,"CARO","MI",43.48,-83.4,5545,9750,147522272
"34300",49718,"CARP LAKE","MI",45.69,-84.79,339,565,7033462
"34301",48724,"CARROLLTON","MI",43.49,-83.96,265,438,5043844
"34302",48811,"CARSON CITY","MI",43.17,-84.84,1357,2500,38964558
"34303",48725,"CASEVILLE","MI",43.94,-83.27,1228,2057,20863402
"34304",49318,"CASNOVIA","MI",43.23,-85.79,684,1266,21561485
"34305",49915,"CASPIAN","MI",46.06,-88.62,414,687,8210215
"34306",48726,"CASS CITY","MI",43.6,-83.17,2789,5034,74788516
"34307",49031,"CASSOPOLIS","MI",41.91,-86,3402,6077,108621650
"34308",49621,"CEDAR","MI",44.85,-85.8,1523,2648,44360128
"34310",49319,"CEDAR SPRINGS","MI",43.22,-85.55,6917,13048,248833916
"34311",49719,"CEDARVILLE","MI",45.99,-84.36,733,1260,16447727
"34312",49622,"CENTRAL LAKE","MI",45.06,-85.26,1224,2182,27431362
"34313",49032,"CENTREVILLE","MI",41.92,-85.52,1326,2413,37534153
"34314",49033,"CERESCO","MI",42.27,-85.06,904,1650,35310960
"34315",49814,"CHAMPION","MI",46.52,-87.97,600,1098,20569115
"34318",49720,"CHARLEVOIX","MI",45.31,-85.25,4867,8298,142545019
"34319",48813,"CHARLOTTE","MI",42.56,-84.83,10005,17851,352137405
"34320",49623,"CHASE","MI",43.88,-85.63,500,896,12885497
"34321",49916,"CHASSELL","MI",47.03,-88.53,1291,2315,42876421
"34322",49816,"CHATHAM","MI",46.34,-86.93,357,659,10139990
"34323",49721,"CHEBOYGAN","MI",45.64,-84.46,6809,11863,162215617
"34324",48616,"CHESANING","MI",43.18,-84.11,3538,6441,105758829
"34326",48617,"CLARE","MI",43.82,-84.76,3857,6946,106272913
"34327",48815,"CLARKSVILLE","MI",42.84,-85.24,1050,1989,39439577
"34328",48727,"CLIFFORD","MI",43.31,-83.17,544,1009,14562884
"34329",49034,"CLIMAX","MI",42.23,-85.33,1139,2071,39544051
"34332",49036,"COLDWATER","MI",41.94,-85,10391,18378,303779128
"34333",48618,"COLEMAN","MI",43.75,-84.58,2404,4372,74113303
"34334",49038,"COLOMA","MI",42.18,-86.3,4416,7664,135322524
"34336",49040,"COLON","MI",41.95,-85.32,1484,2644,38842291
"34339",49321,"COMSTOCK PARK","MI",43.04,-85.67,7941,13899,271408595
"34340",49403,"CONKLIN","MI",43.14,-85.85,1209,2226,40699421
"34341",49042,"CONSTANTINE","MI",41.83,-85.66,2246,4056,66575635
"34343",49817,"COOKS","MI",45.91,-86.47,275,502,6813627
"34344",49404,"COOPERSVILLE","MI",43.06,-85.93,3812,7010,131629549
"34345",49625,"COPEMISH","MI",44.48,-85.92,571,1029,13417150
"34347",49322,"CORAL","MI",43.36,-85.4,467,889,13648922
"34348",49818,"CORNELL","MI",45.9,-87.23,420,766,13695809
"34350",48817,"CORUNNA","MI",42.98,-84.11,2824,5045,79148367
"34351",49043,"COVERT","MI",42.29,-86.26,906,1657,18935335
"34354",48818,"CRYSTAL","MI",43.26,-84.91,1026,1831,23976133
"34355",49920,"CRYSTAL FALLS","MI",46.09,-88.32,1921,3287,46237483
"34357",49820,"CURTIS","MI",46.2,-85.75,312,522,4376168
"34358",49405,"CUSTER","MI",43.95,-86.21,732,1304,19421246
"34359",49724,"DAFTER","MI",46.36,-84.43,548,1024,17659764
"34360",49821,"DAGGETT","MI",45.46,-87.6,584,1084,16557771
"34361",48819,"DANSVILLE","MI",42.55,-84.3,1241,2325,44838198
"34362",49045,"DECATUR","MI",42.1,-85.97,2545,4503,68977136
"34364",48729,"DEFORD","MI",43.51,-83.18,681,1251,17221778
"34365",49046,"DELTON","MI",42.49,-85.4,3282,5973,109608648
"34366",49725,"DE TOUR VILLAGE","MI",45.99,-83.9,362,612,6789080
"34367",48820,"DEWITT","MI",42.86,-84.59,7857,14700,401078597
"34368",48821,"DIMONDALE","MI",42.64,-84.64,3052,5265,122654814
"34369",49922,"DOLLAR BAY","MI",47.14,-88.53,534,913,12965721
"34370",49323,"DORR","MI",42.72,-85.72,4201,8096,169477501
"34371",49406,"DOUGLAS","MI",42.64,-86.21,639,940,19048785
"34372",49047,"DOWAGIAC","MI",41.98,-86.11,6530,11320,175759009
"34373",49050,"DOWLING","MI",42.52,-85.25,758,1395,24529985
"34374",49726,"DRUMMOND ISLAND","MI",46,-83.67,562,957,9319115
"34375",48822,"EAGLE","MI",42.8,-84.79,1409,2555,57687648
"34376",49727,"EAST JORDAN","MI",45.15,-85.13,3266,5850,92578151
"34378",48823,"EAST LANSING","MI",42.73,-84.48,17431,27319,754273430
"34380",48825,"EAST LANSING","MI",42.73,-84.48,433,443,2774530
"34381",48826,"EAST LANSING","MI",42.73,-84.48,343,472,10378670
"34382",49051,"EAST LEROY","MI",42.19,-85.24,1212,2225,48433207
"34383",49627,"EASTPORT","MI",45.04,-85.34,260,449,5952175
"34384",48730,"EAST TAWAS","MI",44.28,-83.48,2295,3876,51005023
"34385",48827,"EATON RAPIDS","MI",42.51,-84.65,7412,13692,275792423
"34386",49111,"EAU CLAIRE","MI",41.98,-86.3,1851,3454,50632041
"34391",48829,"EDMORE","MI",43.4,-85.03,1373,2495,33545254
"34392",49112,"EDWARDSBURG","MI",41.79,-86.08,4614,8379,167360084
"34393",49130,"UNION","MI",41.78,-85.86,904,1590,33750696
"34395",49629,"ELK RAPIDS","MI",44.89,-85.4,1250,2099,33721389
"34396",48731,"ELKTON","MI",43.81,-83.18,830,1476,19640611
"34397",49729,"ELLSWORTH","MI",45.16,-85.24,667,1249,19864585
"34399",49730,"ELMIRA","MI",45.06,-84.85,909,1674,25360828
"34400",48831,"ELSIE","MI",43.08,-84.39,1627,3025,45216175
"34401",48832,"ELWELL","MI",43.42,-84.76,620,1146,18588927
"34402",49630,"EMPIRE","MI",44.81,-86.05,794,1327,24196456
"34403",49827,"ENGADINE","MI",46.11,-85.56,378,716,8125942
"34404",49829,"ESCANABA","MI",45.74,-87.08,8142,13929,223468839
"34405",48732,"ESSEXVILLE","MI",43.61,-83.84,5561,9540,185165177
"34407",49631,"EVART","MI",43.9,-85.27,2481,4486,57626148
"34408",49925,"EWEN","MI",46.54,-89.3,300,501,7485738
"34409",48733,"FAIRGROVE","MI",43.52,-83.54,844,1518,20897727
"34410",48621,"FAIRVIEW","MI",44.71,-84.05,574,1043,11978337
"34411",49632,"FALMOUTH","MI",44.25,-85.08,490,900,10651564
"34412",48622,"FARWELL","MI",43.83,-84.86,2809,5088,76652196
"34413",49831,"FELCH","MI",46,-87.85,346,660,11178939
"34415",49408,"FENNVILLE","MI",42.59,-86.1,4040,7155,121740507
"34416",48834,"FENWICK","MI",43.14,-85.08,985,1836,26211457
"34419",49633,"FIFE LAKE","MI",44.57,-85.35,1599,2855,42527208
"34422",49410,"FOUNTAIN","MI",44.04,-86.17,777,1366,17997965
"34423",48835,"FOWLER","MI",43,-84.74,1197,2238,40937104
"34424",48836,"FOWLERVILLE","MI",42.66,-84.07,6157,11351,236545218
"34425",48734,"FRANKENMUTH","MI",43.33,-83.74,3899,6822,154665513
"34427",49635,"FRANKFORT","MI",44.63,-86.23,1747,2913,34972330
"34428",49733,"FREDERIC","MI",44.78,-84.73,760,1366,18052130
"34429",48623,"FREELAND","MI",43.52,-84.11,5912,11109,265651267
"34430",49325,"FREEPORT","MI",42.76,-85.31,910,1732,31723243
"34431",49411,"FREE SOIL","MI",44.1,-86.21,771,1349,20303308
"34432",49412,"FREMONT","MI",43.46,-85.95,5163,9387,160947549
"34434",49415,"FRUITPORT","MI",43.12,-86.15,3043,5553,107012025
"34435",49052,"FULTON","MI",42.11,-85.35,462,861,15086477
"34437",48735,"GAGETOWN","MI",43.65,-83.24,431,784,10700318
"34438",49053,"GALESBURG","MI",42.29,-85.41,3119,5708,134216630
"34439",49113,"GALIEN","MI",41.8,-86.49,932,1623,26727276
"34440",49835,"GARDEN","MI",45.77,-86.55,363,653,5850769
"34441",49734,"GAYLORD","MI",45.02,-84.67,909,1492,23848601
"34442",49735,"GAYLORD","MI",45.02,-84.67,8408,15067,250567855
"34443",49836,"GERMFASK","MI",46.25,-85.92,343,619,6110710
"34444",49837,"GLADSTONE","MI",45.85,-87.02,4809,8702,159798517
"34445",48624,"GLADWIN","MI",43.98,-84.49,6902,12391,150800128
"34446",49636,"GLEN ARBOR","MI",44.85,-86.04,377,624,11488123
"34448",48737,"GLENNIE","MI",44.56,-83.71,553,941,6556014
"34449",49055,"GOBLES","MI",42.36,-85.87,2887,5164,93366911
"34450",49736,"GOETZVILLE","MI",46.08,-84.09,281,498,4866573
"34452",49326,"GOWEN","MI",43.25,-85.3,1701,3102,56581104
"34453",49417,"GRAND HAVEN","MI",43.05,-86.22,13998,25152,552778955
"34454",49056,"GRAND JUNCTION","MI",42.4,-86.07,1652,3030,43741568
"34455",48837,"GRAND LEDGE","MI",42.75,-84.74,9267,16490,381151164
"34457",49501,"GRAND RAPIDS","MI",42.96,-85.65,494,712,14447849
"34459",49503,"GRAND RAPIDS","MI",42.96,-85.65,14427,22041,401481864
"34460",49504,"GRAND RAPIDS","MI",42.96,-85.65,17476,29137,510278228
"34461",49505,"GRAND RAPIDS","MI",42.96,-85.65,14380,23814,455022376
"34462",49506,"GRAND RAPIDS","MI",42.96,-85.65,14082,24510,703294628
"34463",49507,"GRAND RAPIDS","MI",42.96,-85.65,13511,23888,343792530
"34464",49508,"GRAND RAPIDS","MI",42.96,-85.65,17833,31228,599761045
"34465",49509,"WYOMING","MI",42.96,-85.65,12627,22250,344670904
"34467",49512,"GRAND RAPIDS","MI",42.96,-85.65,7396,12213,263737854
"34472",49519,"WYOMING","MI",42.89,-85.72,12676,21348,393485309
"34474",49525,"GRAND RAPIDS","MI",42.96,-85.65,13284,23349,601086579
"34477",49534,"GRAND RAPIDS","MI",42.97,-85.77,9750,17146,371442092
"34478",49544,"GRAND RAPIDS","MI",42.96,-85.65,4518,7557,148235773
"34479",49546,"GRAND RAPIDS","MI",42.96,-85.65,14142,25323,772629557
"34480",49548,"GRAND RAPIDS","MI",42.96,-85.65,14101,24124,373253508
"34485",49418,"GRANDVILLE","MI",42.9,-85.75,13213,23731,530793186
"34487",49327,"GRANT","MI",43.33,-85.81,3569,6794,110586958
"34488",49637,"GRAWN","MI",44.66,-85.68,1733,2982,48772505
"34489",49738,"GRAYLING","MI",44.65,-84.7,4550,7941,107679728
"34491",48738,"GREENBUSH","MI",44.54,-83.35,603,1033,8026800
"34493",48838,"GREENVILLE","MI",43.17,-85.25,7923,14296,238662478
"34494",49840,"GULLIVER","MI",45.98,-86.02,342,627,9164154
"34495",49841,"GWINN","MI",46.29,-87.43,2866,5127,75735495
"34496",48739,"HALE","MI",44.38,-83.8,1826,3168,29963147
"34497",49419,"HAMILTON","MI",42.67,-86,3503,6837,144425097
"34498",49930,"HANCOCK","MI",47.13,-88.6,2867,4781,84280969
"34501",49740,"HARBOR SPRINGS","MI",45.43,-84.98,3741,6424,118544746
"34502",49638,"HARRIETTA","MI",44.3,-85.7,378,682,8786662
"34504",48625,"HARRISON","MI",44.01,-84.8,5472,9643,106428425
"34505",48740,"HARRISVILLE","MI",44.65,-83.29,1130,1991,24067085
"34506",49420,"HART","MI",43.69,-86.36,2863,5171,64246186
"34507",49057,"HARTFORD","MI",42.2,-86.16,2864,5214,72926080
"34508",48840,"HASLETT","MI",42.75,-84.4,6391,10635,275327868
"34509",49058,"HASTINGS","MI",42.65,-85.28,8600,15617,283929192
"34510",49743,"HAWKS","MI",45.3,-83.9,352,643,7649701
"34511",48626,"HEMLOCK","MI",43.41,-84.23,3008,5473,107366241
"34512",48841,"HENDERSON","MI",43.08,-84.19,394,728,11320304
"34513",49847,"HERMANSVILLE","MI",45.71,-87.6,473,819,11806342
"34514",49744,"HERRON","MI",45,-83.66,409,745,11054272
"34515",49639,"HERSEY","MI",43.84,-85.44,1132,2070,31723974
"34516",49421,"HESPERIA","MI",43.56,-86.04,2546,4648,66789794
"34517",49745,"HESSEL","MI",46.03,-84.44,507,841,11114322
"34518",49060,"HICKORY CORNERS","MI",42.44,-85.37,861,1566,56030482
"34519",48627,"HIGGINS LAKE","MI",44.46,-84.75,294,493,4311923
"34520",49746,"HILLMAN","MI",45.06,-83.9,1644,2861,33123251
"34521",49422,"HOLLAND","MI",42.77,-86.1,425,683,10973273
"34522",49423,"HOLLAND","MI",42.77,-86.1,20043,35282,666032193
"34523",49424,"HOLLAND","MI",42.77,-86.1,20517,37715,817216179
"34524",48842,"HOLT","MI",42.63,-84.52,10114,17796,403795631
"34525",49425,"HOLTON","MI",43.41,-86.07,1524,2813,41358136
"34526",49640,"HONOR","MI",44.66,-86.02,869,1475,18737321
"34527",48628,"HOPE","MI",43.79,-84.32,853,1529,30188709
"34528",49328,"HOPKINS","MI",42.62,-85.76,1706,3218,57696459
"34530",49931,"HOUGHTON","MI",47.11,-88.56,2995,4735,91961137
"34531",48629,"HOUGHTON LAKE","MI",44.31,-84.76,3503,6010,65336508
"34533",49329,"HOWARD CITY","MI",43.39,-85.46,3597,6763,112218417
"34534",48843,"HOWELL","MI",42.6,-83.93,19457,35835,919725591
"34535",48844,"HOWELL","MI",42.6,-83.93,507,802,18377196
"34536",48855,"HOWELL","MI",42.69,-83.88,6590,12267,298404429
"34537",49747,"HUBBARD LAKE","MI",44.8,-83.59,872,1525,16331551
"34538",48845,"HUBBARDSTON","MI",43.09,-84.84,445,809,11755662
"34539",49934,"HUBBELL","MI",47.17,-88.43,412,707,10534845
"34540",49426,"HUDSONVILLE","MI",42.86,-85.86,14860,28748,657602868
"34542",49642,"IDLEWILD","MI",43.88,-85.8,283,480,2976585
"34543",49749,"INDIAN RIVER","MI",45.41,-84.61,2077,3668,55936668
"34545",49643,"INTERLOCHEN","MI",44.65,-85.75,2969,5269,90518408
"34546",48846,"IONIA","MI",42.98,-85.05,6721,12086,192867778
"34547",49801,"IRON MOUNTAIN","MI",45.82,-88.06,5757,10098,194322596
"34548",49802,"KINGSFORD","MI",45.8,-88.09,3168,5364,89914103
"34549",49935,"IRON RIVER","MI",46.09,-88.63,2753,4637,66781786
"34550",49644,"IRONS","MI",44.14,-85.91,828,1454,12446088
"34551",49938,"IRONWOOD","MI",46.45,-90.15,3702,6211,90965514
"34552",49849,"ISHPEMING","MI",46.48,-87.66,5749,10076,183196001
"34554",48847,"ITHACA","MI",43.29,-84.6,2846,5112,83702613
"34556",49428,"JENISON","MI",42.9,-85.82,11705,22063,458320378
"34558",49751,"JOHANNESBURG","MI",44.98,-84.46,885,1609,21307402
"34559",49061,"JONES","MI",41.91,-85.81,748,1361,23494084
"34560",49001,"KALAMAZOO","MI",42.27,-85.58,9485,15484,254832341
"34561",49002,"PORTAGE","MI",42.2,-85.59,9381,15993,343243188
"34563",49004,"KALAMAZOO","MI",42.27,-85.58,7463,12982,254409254
"34565",49006,"KALAMAZOO","MI",42.27,-85.58,8657,12928,239894981
"34566",49007,"KALAMAZOO","MI",42.27,-85.58,3868,5718,76773249
"34567",49008,"KALAMAZOO","MI",42.27,-85.58,7405,11602,283839769
"34568",49009,"KALAMAZOO","MI",42.27,-85.58,18841,32845,898833232
"34569",49019,"KALAMAZOO","MI",42.27,-85.58,255,378,6732092
"34570",49024,"PORTAGE","MI",42.2,-85.59,13754,24373,688970747
"34571",49048,"KALAMAZOO","MI",42.24,-85.48,11027,18574,323362281
"34572",49645,"KALEVA","MI",44.37,-86.01,774,1356,15929429
"34573",49646,"KALKASKA","MI",44.73,-85.17,3821,6738,101351426
"34574",48631,"KAWKAWLIN","MI",43.65,-83.94,2322,4166,79123985
"34576",49330,"KENT CITY","MI",43.21,-85.75,2317,4387,78068329
"34577",49648,"KEWADIN","MI",44.93,-85.36,1119,1955,32434588
"34578",49649,"KINGSLEY","MI",44.58,-85.53,2856,5310,91804077
"34579",48741,"KINGSTON","MI",43.41,-83.18,911,1709,24147999
"34581",49753,"LACHINE","MI",45.08,-83.73,891,1636,21929738
"34583",48848,"LAINGSBURG","MI",42.89,-84.34,3721,6949,154418289
"34584",48632,"LAKE","MI",43.85,-85,2150,3800,41222426
"34585",49650,"LAKE ANN","MI",44.72,-85.84,1426,2679,47353562
"34586",49651,"LAKE CITY","MI",44.33,-85.2,3340,5998,73740549
"34588",49653,"LAKE LEELANAU","MI",44.97,-85.73,957,1640,24736622
"34589",49945,"LAKE LINDEN","MI",47.08,-88.4,1199,2085,31059613
"34590",48849,"LAKE ODESSA","MI",42.78,-85.13,2748,4944,87183041
"34592",48850,"LAKEVIEW","MI",43.44,-85.27,1884,3495,47904398
"34594",49946,"LANSE","MI",46.72,-88.28,1935,3309,51382220
"34595",48901,"LANSING","MI",42.7,-84.55,315,446,7593783
"34596",48906,"LANSING","MI",42.7,-84.55,11913,19721,333664580
"34598",48909,"LANSING","MI",42.7,-84.55,318,470,10263657
"34599",48910,"LANSING","MI",42.7,-84.55,16563,25921,460799857
"34600",48911,"LANSING","MI",42.7,-84.55,18106,30419,515741869
"34601",48912,"LANSING","MI",42.7,-84.55,8130,12231,216069466
"34603",48915,"LANSING","MI",42.7,-84.55,3981,6357,107936026
"34605",48917,"LANSING","MI",42.7,-84.55,16402,26721,555827184
"34613",48933,"LANSING","MI",42.7,-84.55,1024,1304,16744126
"34619",49064,"LAWRENCE","MI",42.21,-86.05,1741,3136,52938229
"34620",49065,"LAWTON","MI",42.16,-85.84,3129,5697,109775449
"34621",49654,"LELAND","MI",45.01,-85.76,451,774,17517059
"34622",49066,"LEONIDAS","MI",42.03,-85.35,308,570,8237055
"34623",49655,"LEROY","MI",44.03,-85.41,1327,2461,33721262
"34624",49755,"LEVERING","MI",45.63,-84.76,923,1636,21274109
"34625",49756,"LEWISTON","MI",44.88,-84.31,1885,3231,31636551
"34626",48742,"LINCOLN","MI",44.68,-83.41,857,1502,17390352
"34627",48634,"LINWOOD","MI",43.73,-83.97,2212,3899,71982587
"34630",49331,"LOWELL","MI",42.93,-85.34,7468,13867,309167821
"34631",49431,"LUDINGTON","MI",43.95,-86.44,8277,14232,225769727
"34632",48635,"LUPTON","MI",44.43,-84.01,727,1265,14629365
"34633",49656,"LUTHER","MI",44.03,-85.68,690,1230,14861749
"34634",48636,"LUZERNE","MI",44.61,-84.26,406,702,6256175
"34635",48851,"LYONS","MI",42.98,-84.94,1065,1968,36320480
"34636",49657,"MC BAIN","MI",44.22,-85.21,1532,2910,43052622
"34638",49853,"MC MILLAN","MI",46.37,-85.74,563,1007,13065124
"34640",49757,"MACKINAC ISLAND","MI",45.85,-84.62,502,709,15195247
"34641",49701,"MACKINAW CITY","MI",45.77,-84.74,688,1099,14570047
"34642",49659,"MANCELONA","MI",44.9,-85.06,2922,5199,66743738
"34643",49660,"MANISTEE","MI",44.24,-86.32,6444,10941,176693392
"34644",49854,"MANISTIQUE","MI",45.95,-86.25,2928,5168,80746541
"34645",49663,"MANTON","MI",44.41,-85.4,2480,4574,60364812
"34646",49664,"MAPLE CITY","MI",44.84,-85.86,1061,1843,29290001
"34647",48853,"MAPLE RAPIDS","MI",43.1,-84.69,295,515,7801037
"34648",49067,"MARCELLUS","MI",42.02,-85.81,2083,3737,62332807
"34649",49947,"MARENISCO","MI",46.38,-89.68,327,548,7107610
"34650",49665,"MARION","MI",44.1,-85.14,1874,3453,44025507
"34651",49435,"MARNE","MI",43.03,-85.82,1711,3158,70067005
"34652",49855,"MARQUETTE","MI",46.55,-87.39,14634,23966,500132483
"34653",49068,"MARSHALL","MI",42.26,-84.95,7104,12659,266990813
"34654",49070,"MARTIN","MI",42.53,-85.63,1147,2102,38326830
"34655",48854,"MASON","MI",42.58,-84.44,8952,15925,350635162
"34657",49071,"MATTAWAN","MI",42.21,-85.78,4495,8532,236697968
"34659",48744,"MAYVILLE","MI",43.33,-83.35,2083,3842,54451376
"34660",49436,"MEARS","MI",43.68,-86.41,815,1447,16770406
"34661",49332,"MECOSTA","MI",43.61,-85.23,1324,2343,31425020
"34662",49072,"MENDON","MI",42,-85.45,1467,2691,47565379
"34663",49858,"MENOMINEE","MI",45.12,-87.62,6022,10251,187783968
"34664",48637,"MERRILL","MI",43.4,-84.33,1665,3037,51302614
"34665",49667,"MERRITT","MI",44.31,-84.93,260,477,5798625
"34666",49668,"MESICK","MI",44.4,-85.71,1584,2839,35446103
"34667",49861,"MICHIGAMME","MI",46.53,-88.11,272,483,5928017
"34668",48856,"MIDDLETON","MI",43.16,-84.77,445,793,10220404
"34669",49333,"MIDDLEVILLE","MI",42.71,-85.46,5110,9708,207801128
"34670",48640,"MIDLAND","MI",43.62,-84.22,15098,26835,698601836
"34671",48641,"MIDLAND","MI",43.62,-84.22,363,621,44321240
"34672",48642,"MIDLAND","MI",43.62,-84.22,14991,27196,790572291
"34677",48745,"MIKADO","MI",44.56,-83.41,588,1056,11764660
"34678",49759,"MILLERSBURG","MI",45.33,-84.06,726,1296,13380152
"34679",48746,"MILLINGTON","MI",43.28,-83.52,4087,7519,113487617
"34680",48647,"MIO","MI",44.66,-84.14,1904,3345,33229423
"34681",49950,"MOHAWK","MI",47.3,-88.37,590,985,12340681
"34683",49437,"MONTAGUE","MI",43.41,-86.35,3301,5928,104101195
"34684",49760,"MORAN","MI",46.08,-85.01,350,623,7856210
"34685",49336,"MORLEY","MI",43.49,-85.44,1618,3060,42308400
"34686",48857,"MORRICE","MI",42.83,-84.17,1152,2120,40012309
"34687",48804,"MOUNT PLEASANT","MI",43.59,-84.77,470,717,11567209
"34688",48858,"MOUNT PLEASANT","MI",43.59,-84.77,16003,26098,477326569
"34690",48860,"MUIR","MI",42.99,-84.93,615,1125,17186560
"34692",48861,"MULLIKEN","MI",42.76,-84.89,793,1462,25873937
"34693",48747,"MUNGER","MI",43.52,-83.77,785,1397,26027411
