"","Zipcode","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"21764",98595,"WESTPORT","WA",46.87,-124.11,1441,2384,33142983
"21765",98952,"WHITE SWAN","WA",46.36,-120.78,787,1401,19483945
"21766",99185,"WILBUR","WA",47.72,-118.7,600,1111,17999590
"21767",98396,"WILKESON","WA",47.1,-122.03,371,676,15407973
"21769",98596,"WINLOCK","WA",46.48,-122.87,2591,4748,80905308
"21771",98862,"WINTHROP","WA",48.5,-120.33,1217,2073,31820981
"21772",98072,"WOODINVILLE","WA",47.75,-122.09,11955,21605,846102136
"21773",98077,"WOODINVILLE","WA",47.75,-122.04,5881,11516,595972154
"21774",98901,"YAKIMA","WA",46.71,-120.42,10090,18927,279883302
"21775",98902,"YAKIMA","WA",46.59,-120.53,18001,31952,500973907
"21776",98903,"YAKIMA","WA",46.54,-120.76,6345,11510,198636282
"21778",98907,"YAKIMA","WA",46.59,-120.52,1015,1771,30399314
"21779",98908,"YAKIMA","WA",46.62,-120.69,16300,29357,648522174
"21780",98909,"YAKIMA","WA",46.54,-120.64,868,1470,27829414
"21781",98597,"YELM","WA",46.87,-122.57,9068,17154,336784481
"21782",98953,"ZILLAH","WA",46.41,-120.23,2608,5004,94153887
"21791",99501,"ANCHORAGE","AK",61.22,-149.85,7894,11113,293562269
"21792",99502,"ANCHORAGE","AK",61.16,-149.99,11512,18918,545688887
"21793",99503,"ANCHORAGE","AK",61.18,-149.88,7728,11361,280772769
"21794",99504,"ANCHORAGE","AK",61.17,-149.63,19056,31110,721641666
"21795",99505,"JBER","AK",61.31,-149.65,2649,4647,75576992
"21796",99506,"JBER","AK",61.27,-149.79,3012,6290,107110323
"21797",99507,"ANCHORAGE","AK",61.14,-149.76,18389,30403,873497677
"21798",99508,"ANCHORAGE","AK",61.2,-149.82,15603,24660,505998682
"21799",99509,"ANCHORAGE","AK",61.17,-149.88,1390,1993,51673500
"21800",99510,"ANCHORAGE","AK",61.22,-149.88,741,1046,29651855
"21801",99511,"ANCHORAGE","AK",61.11,-149.86,1835,2929,96605163
"21803",99514,"ANCHORAGE","AK",61.2,-149.82,1084,1709,35457041
"21804",99515,"ANCHORAGE","AK",61.11,-149.9,11229,18877,584108475
"21805",99516,"ANCHORAGE","AK",61.08,-149.7,9651,17313,723177952
"21806",99517,"ANCHORAGE","AK",61.19,-149.94,8337,12984,368564168
"21807",99518,"ANCHORAGE","AK",61.15,-149.88,5229,8070,220303787
"21808",99519,"ANCHORAGE","AK",61.19,-149.98,563,859,28997414
"21809",99520,"ANCHORAGE","AK",61.21,-149.86,939,1445,34795817
"21810",99521,"ANCHORAGE","AK",61.2,-149.74,902,1389,35257804
"21811",99522,"ANCHORAGE","AK",61.15,-149.92,1015,1597,49583371
"21812",99523,"ANCHORAGE","AK",61.16,-149.83,1199,1856,51216649
"21813",99524,"ANCHORAGE","AK",61.18,-149.89,1522,2247,72596740
"21819",99556,"ANCHOR POINT","AK",59.82,-151.59,1080,1802,27978202
"21821",99557,"ANIAK","AK",61.2,-158.6,283,469,8319969
"21824",99723,"BARROW","AK",71.28,-156.78,2137,3328,78825331
"21830",99559,"BETHEL","AK",60.93,-161.8,2974,5013,115998102
"21841",99563,"CHEVAK","AK",61.56,-165.38,369,612,5468201
"21847",99567,"CHUGIAK","AK",61.41,-149.17,4442,7692,215475592
"21854",99573,"COPPER CENTER","AK",61.68,-145.14,540,878,13047535
"21855",99574,"CORDOVA","AK",60.79,-145.61,1401,2250,36527149
"21857",99921,"CRAIG","AK",55.46,-132.83,824,1367,25062656
"21860",99731,"FORT GREELY","AK",64.04,-145.73,309,645,17706796
"21861",99737,"DELTA JUNCTION","AK",63.7,-144.89,2072,3603,71396025
"21862",99576,"DILLINGHAM","AK",58.82,-157.86,1300,2115,46079477
"21864",99577,"EAGLE RIVER","AK",61.21,-149.25,13288,23726,735404577
"21870",99581,"EMMONAK","AK",62.69,-162.96,322,545,6049925
"21872",99725,"ESTER","AK",64.85,-148.02,531,852,20550046
"21873",99701,"FAIRBANKS","AK",64.81,-147.72,7718,12139,247677901
"21874",99702,"EIELSON AFB","AK",64.67,-147.04,1324,2579,42301079
"21875",99703,"FORT WAINWRIGHT","AK",64.81,-147.62,2476,5033,71377894
"21876",99705,"NORTH POLE","AK",64.77,-147.33,8918,16064,382513389
"21877",99706,"FAIRBANKS","AK",64.83,-147.88,864,1357,39995146
"21878",99707,"FAIRBANKS","AK",64.83,-147.69,3019,4743,127372687
"21879",99708,"FAIRBANKS","AK",64.87,-147.89,4115,6504,190206953
"21880",99709,"FAIRBANKS","AK",64.9,-148.16,10119,16606,431711587
"21881",99710,"FAIRBANKS","AK",64.91,-147.56,875,1451,40361564
"21882",99711,"FAIRBANKS","AK",64.81,-147.57,795,1330,35019681
"21883",99712,"FAIRBANKS","AK",64.93,-146.61,4212,7262,196059795
"21884",99714,"SALCHA","AK",64.37,-146.59,485,823,17265391
"21887",99775,"FAIRBANKS","AK",64.86,-147.82,815,1061,19468941
"21891",99740,"FORT YUKON","AK",66.56,-145.25,278,420,6385108
"21893",99586,"GAKONA","AK",62.41,-143.41,281,455,6437525
"21894",99741,"GALENA","AK",64.74,-156.85,269,441,8949655
"21896",99587,"GIRDWOOD","AK",60.9,-148.91,1306,1911,51471481
"21898",99588,"GLENNALLEN","AK",62.1,-145.53,706,1151,22252210
"21901",99826,"GUSTAVUS","AK",58.42,-135.78,252,424,5914913
"21902",99827,"HAINES","AK",59.16,-135.86,1331,2152,33427226
"21903",99743,"HEALY","AK",64.01,-148.35,541,914,21590298
"21906",99603,"HOMER","AK",59.4,-151.32,5370,8774,142602987
"21907",99829,"HOONAH","AK",58.08,-135.43,415,660,8851569
"21908",99604,"HOOPER BAY","AK",61.6,-165.74,400,683,6388556
"21916",99801,"JUNEAU","AK",58.58,-134.77,11123,18213,445940363
"21917",99802,"JUNEAU","AK",58.3,-134.42,1436,2161,56515742
"21918",99803,"JUNEAU","AK",58.37,-134.59,2223,3545,94757025
"21921",99821,"AUKE BAY","AK",58.3,-134.42,835,1307,36537047
"21922",99824,"DOUGLAS","AK",58.23,-134.38,1148,1782,45001481
"21930",99610,"KASILOF","AK",60.28,-151.26,1179,1973,39493058
"21931",99611,"KENAI","AK",60.66,-150.9,6594,11185,259092601
"21932",99635,"NIKISKI","AK",60.91,-150.7,941,1620,36572746
"21933",99901,"KETCHIKAN","AK",55.61,-131.58,6413,10392,221307114
"21939",99612,"KING COVE","AK",55.08,-162.32,331,527,8255363
"21941",99613,"KING SALMON","AK",58.75,-156.54,302,487,12576505
"21944",99925,"KLAWOCK","AK",55.54,-132.96,423,682,11231435
"21946",99615,"KODIAK","AK",57.79,-152.4,6598,11442,222947554
"21950",99752,"KOTZEBUE","AK",67.24,-161.19,1367,2238,55925699
"21966",99926,"METLAKATLA","AK",55.14,-131.49,601,1018,16294638
"21969",99632,"MOUNTAIN VILLAGE","AK",62.09,-163.71,296,510,5447318
"21970",99633,"NAKNEK","AK",58.8,-156.73,267,434,8363070
"21974",99760,"NENANA","AK",64.47,-148.57,386,618,11499823
"21977",99639,"NINILCHIK","AK",60.07,-151.42,614,1011,14161449
"21979",99762,"NOME","AK",64.71,-164.62,1910,3049,75678764
"21987",99645,"PALMER","AK",61.6,-148.46,12112,21020,499663212
"21990",99833,"PETERSBURG","AK",57.05,-132.62,1800,2950,45705106
"21995",99766,"POINT HOPE","AK",68.34,-166.67,311,503,5857462
"21998",99655,"QUINHAGAK","AK",59.81,-161.71,263,470,3903253
"22002",99658,"SAINT MARYS","AK",62.06,-163.29,283,473,6468780
"22006",99661,"SAND POINT","AK",55.26,-160.66,342,552,8464956
"22010",99663,"SELDOVIA","AK",59.39,-151.66,263,411,5063356
"22011",99664,"SEWARD","AK",60.05,-149.33,2416,3718,76464052
"22016",99835,"SITKA","AK",56.73,-135,4578,7498,148585921
"22018",99840,"SKAGWAY","AK",59.57,-135.35,667,971,24658276
"22021",99669,"SOLDOTNA","AK",60.32,-150.79,7581,12970,304544517
"22024",99672,"STERLING","AK",60.54,-150.79,1593,2713,57037719
"22026",99674,"SUTTON","AK",61.86,-148.29,724,1200,21165222
"22027",99676,"TALKEETNA","AK",62.42,-148.76,873,1375,20906458
"22031",99678,"TOGIAK","AK",59.21,-160.54,296,512,4084359
"22033",99780,"TOK","AK",63.66,-143.19,830,1362,23212984
"22036",99684,"UNALAKLEET","AK",64.09,-160.36,363,582,10204329
"22038",99685,"UNALASKA","AK",53.9,-166.4,436,721,22522125
"22039",99692,"DUTCH HARBOR","AK",53.89,-166.53,1396,2127,52931968
"22040",99686,"VALDEZ","AK",61.4,-145.66,2161,3567,106810721
"22042",99782,"WAINWRIGHT","AK",70.63,-159.96,275,409,5906346
"22044",99928,"WARD COVE","AK",55.45,-131.79,775,1281,28768749
"22046",99629,"WASILLA","AK",61.58,-149.44,618,1051,18885664
"22047",99652,"BIG LAKE","AK",61.46,-150.09,1425,2380,50295115
"22048",99654,"WASILLA","AK",61.52,-149.57,15792,27809,629878805
"22049",99687,"WASILLA","AK",61.36,-150.07,7832,13589,323264382
"22053",99688,"WILLOW","AK",61.89,-149.73,1299,2175,37589783
"22054",99929,"WRANGELL","AK",55.95,-131.96,1238,1956,28178016
"22055",99689,"YAKUTAT","AK",59.51,-139.71,301,476,8399746
"22056",90201,"BELL GARDENS","CA",33.97,-118.15,34444,67468,858843510
"22057",90202,"BELL","CA",33.96,-118.15,367,648,8849089
"22058",90270,"MAYWOOD","CA",33.98,-118.18,9705,19023,244273712
"22059",90209,"BEVERLY HILLS","CA",34.07,-118.39,590,810,38779630
"22060",90210,"BEVERLY HILLS","CA",34.09,-118.41,10430,16984,1586883528
"22061",90211,"BEVERLY HILLS","CA",34.06,-118.38,5438,8596,471144192
"22062",90212,"BEVERLY HILLS","CA",34.06,-118.4,8121,12548,1372449954
"22063",90213,"BEVERLY HILLS","CA",34.05,-118.4,665,902,33832756
"22064",90220,"COMPTON","CA",33.87,-118.24,18762,34287,511244926
"22065",90221,"COMPTON","CA",33.87,-118.21,18585,36005,462648300
"22066",90222,"COMPTON","CA",33.91,-118.23,11025,20801,271987553
"22068",90224,"COMPTON","CA",33.87,-118.26,568,977,16425081
"22069",90230,"CULVER CITY","CA",33.99,-118.39,15572,25528,765127473
"22070",90231,"CULVER CITY","CA",33.99,-118.39,603,877,23629268
"22071",90232,"CULVER CITY","CA",34.02,-118.39,8201,13073,465313191
"22073",90239,"DOWNEY","CA",33.93,-118.11,422,697,14000533
"22074",90240,"DOWNEY","CA",33.95,-118.12,10793,19687,423212222
"22075",90241,"DOWNEY","CA",33.94,-118.13,18134,32425,666605601
"22076",90242,"DOWNEY","CA",33.92,-118.14,17094,31123,596927649
"22077",90245,"EL SEGUNDO","CA",33.91,-118.4,9379,15421,653697247
"22078",90247,"GARDENA","CA",33.89,-118.29,20744,35920,654005584
"22079",90248,"GARDENA","CA",33.88,-118.27,5122,8825,217193866
"22080",90249,"GARDENA","CA",33.89,-118.31,12307,21361,429606136
"22081",90250,"HAWTHORNE","CA",33.91,-118.34,38638,68109,1304535489
"22082",90251,"HAWTHORNE","CA",33.91,-118.36,820,1320,27317104
"22083",90255,"HUNTINGTON PARK","CA",33.97,-118.21,28269,54716,708223920
"22084",90301,"INGLEWOOD","CA",33.95,-118.36,14733,25753,411155541
"22085",90302,"INGLEWOOD","CA",33.97,-118.35,12372,20745,383291347
"22086",90303,"INGLEWOOD","CA",33.93,-118.33,10227,18370,278355821
"22087",90304,"INGLEWOOD","CA",33.93,-118.36,10651,20300,265698564
"22088",90305,"INGLEWOOD","CA",33.95,-118.33,7493,12037,277201510
"22091",90308,"INGLEWOOD","CA",33.95,-118.35,272,423,8637854
"22096",90260,"LAWNDALE","CA",33.88,-118.35,14318,25618,468058114
"22098",90001,"LOS ANGELES","CA",33.97,-118.24,18561,36200,421709138
"22099",90002,"LOS ANGELES","CA",33.94,-118.24,16133,30920,352278879
"22100",90003,"LOS ANGELES","CA",33.96,-118.27,21982,41878,463744071
"22101",90004,"LOS ANGELES","CA",34.07,-118.31,25057,41632,891085777
"22102",90005,"LOS ANGELES","CA",34.05,-118.31,13294,22281,369162475
"22103",90006,"LOS ANGELES","CA",34.04,-118.29,19691,34995,398768368
"22104",90007,"LOS ANGELES","CA",34.02,-118.28,12367,20179,262370773
"22105",90008,"LOS ANGELES","CA",34,-118.34,13333,21174,426689767
"22106",90009,"LOS ANGELES","CA",33.94,-118.38,1137,1715,49947779
"22107",90010,"LOS ANGELES","CA",34.06,-118.31,2055,3294,122651252
"22108",90011,"LOS ANGELES","CA",34,-118.25,31937,63123,678782526
"22109",90012,"LOS ANGELES","CA",34.06,-118.24,8834,13839,288859252
"22110",90013,"LOS ANGELES","CA",34.04,-118.24,3186,3973,115494378
"22111",90014,"LOS ANGELES","CA",34.04,-118.25,2511,3272,91984035
"22112",90015,"LOS ANGELES","CA",34.03,-118.26,6186,10390,196952937
"22113",90016,"LOS ANGELES","CA",34.02,-118.35,20134,34391,570516671
"22114",90017,"LOS ANGELES","CA",34.05,-118.26,6831,11309,229419093
"22115",90018,"LOS ANGELES","CA",34.02,-118.31,19138,33029,480700270
"22116",90019,"LOS ANGELES","CA",34.04,-118.34,26684,43752,871676252
"22117",90020,"LOS ANGELES","CA",34.06,-118.31,14996,25029,526453188
"22118",90021,"LOS ANGELES","CA",34.03,-118.24,1075,1621,41457695
"22119",90022,"LOS ANGELES","CA",34.02,-118.15,24562,46198,622984671
"22120",90023,"LOS ANGELES","CA",34.01,-118.2,16014,30786,386600337
"22121",90024,"LOS ANGELES","CA",34.06,-118.43,15349,22009,1258492976
"22123",90026,"LOS ANGELES","CA",34.07,-118.26,29721,46916,954653353
"22124",90027,"LOS ANGELES","CA",34.12,-118.28,23660,33916,982450409
"22125",90028,"LOS ANGELES","CA",34.1,-118.32,13672,18687,379215740
"22126",90029,"LOS ANGELES","CA",34.09,-118.29,16273,26270,401892441
"22128",90031,"LOS ANGELES","CA",34.08,-118.2,15058,26797,396598065
"22129",90032,"LOS ANGELES","CA",34.08,-118.17,18296,32538,554013323
"22130",90033,"LOS ANGELES","CA",34.04,-118.21,15460,28923,357180523
"22131",90034,"LOS ANGELES","CA",34.02,-118.39,28191,42620,1244231596
"22132",90035,"LOS ANGELES","CA",34.05,-118.38,13469,20647,708020742
"22133",90036,"LOS ANGELES","CA",34.06,-118.35,18339,26227,1069043429
"22134",90037,"LOS ANGELES","CA",34,-118.28,20572,37811,428398470
"22135",90038,"LOS ANGELES","CA",34.08,-118.32,12126,18877,330114199
"22136",90039,"LOS ANGELES","CA",34.11,-118.26,14690,22944,645960187
"22137",90040,"LOS ANGELES","CA",33.99,-118.14,5102,9350,153990923
"22138",90041,"LOS ANGELES","CA",34.13,-118.2,12572,20920,541197806
"22139",90042,"LOS ANGELES","CA",34.11,-118.19,25542,43949,851843674
"22140",90043,"LOS ANGELES","CA",33.98,-118.33,19284,32064,615346996
"22141",90044,"LOS ANGELES","CA",33.95,-118.29,31106,56462,698006487
"22142",90045,"LOS ANGELES","CA",33.95,-118.4,17824,29336,1086342467
"22143",90046,"LOS ANGELES","CA",34.1,-118.37,26948,34474,1384367441
"22144",90047,"LOS ANGELES","CA",33.95,-118.3,21554,36265,600392169
"22145",90048,"LOS ANGELES","CA",34.07,-118.37,12691,17194,753464171
"22146",90049,"LOS ANGELES","CA",34.08,-118.49,19260,29275,2124002456
"22147",90050,"LOS ANGELES","CA",34.12,-118.2,256,407,6497396
"22148",90051,"LOS ANGELES","CA",34.06,-118.24,383,609,15763823
"22153",90056,"LOS ANGELES","CA",33.98,-118.37,4421,7060,232623389
"22154",90057,"LOS ANGELES","CA",34.06,-118.27,12404,21531,278373802
"22155",90058,"LOS ANGELES","CA",34,-118.21,1285,2407,39636827
"22156",90059,"LOS ANGELES","CA",33.92,-118.24,13711,25507,310497390
"22158",90061,"LOS ANGELES","CA",33.92,-118.27,10076,18477,238903309
"22159",90062,"LOS ANGELES","CA",34,-118.3,12548,22057,300291630
"22160",90063,"LOS ANGELES","CA",34.04,-118.18,18911,35693,477209438
"22161",90064,"LOS ANGELES","CA",34.03,-118.43,13940,22483,1105519048
"22162",90065,"LOS ANGELES","CA",34.1,-118.22,19947,34536,749994392
"22163",90066,"LOS ANGELES","CA",34,-118.43,27259,43203,1310888864
"22164",90067,"LOS ANGELES","CA",34.05,-118.41,3606,5575,1433083360
"22165",90068,"LOS ANGELES","CA",34.13,-118.33,11769,15853,763067439
"22166",90069,"WEST HOLLYWOOD","CA",34.09,-118.38,14177,17126,1147697730
"22168",90071,"LOS ANGELES","CA",34.05,-118.25,639,964,75762361
"22173",90076,"LOS ANGELES","CA",34.06,-118.31,269,393,5595069
"22174",90077,"LOS ANGELES","CA",34.1,-118.45,4285,7412,623152506
"22175",90078,"LOS ANGELES","CA",34.1,-118.32,840,1047,23511125
"22178",90081,"LOS ANGELES","CA",34.05,-118.26,524,1017,72123107
"22182",90086,"LOS ANGELES","CA",34.06,-118.23,368,550,14387254
"22188",90093,"LOS ANGELES","CA",34.09,-118.33,338,439,11587988
"22189",90094,"PLAYA VISTA","CA",33.97,-118.43,2612,3903,231704380
"22196",90262,"LYNWOOD","CA",33.92,-118.2,24507,47895,652934648
"22198",90264,"MALIBU","CA",34.04,-118.77,326,497,12983348
"22199",90265,"MALIBU","CA",34.06,-118.81,7837,12992,682034084
"22201",90267,"MANHATTAN BEACH","CA",33.87,-118.39,577,876,57594486
"22202",90272,"PACIFIC PALISADES","CA",34.07,-118.54,11165,19526,1750979831
"22203",90274,"PALOS VERDES PENINSULA","CA",33.77,-118.34,13159,24008,1404879976
"22204",90275,"RANCHO PALOS VERDES","CA",33.75,-118.31,19356,35895,1433574956
"22205",90254,"HERMOSA BEACH","CA",33.86,-118.39,11095,16137,943419320
"22206",90277,"REDONDO BEACH","CA",33.83,-118.38,19470,30038,1313473293
"22207",90278,"REDONDO BEACH","CA",33.87,-118.37,19904,33427,1361661704
"22208",90401,"SANTA MONICA","CA",34.01,-118.49,3802,4953,281462609
"22209",90402,"SANTA MONICA","CA",34.03,-118.5,5890,9702,860389063
"22210",90403,"SANTA MONICA","CA",34.03,-118.49,14444,20118,998540306
"22211",90404,"SANTA MONICA","CA",34.02,-118.47,11003,16220,754476822
"22212",90405,"SANTA MONICA","CA",34.01,-118.46,15207,22070,1081063705
"22213",90406,"SANTA MONICA","CA",34.01,-118.49,821,1108,43208741
"22218",90411,"SANTA MONICA","CA",34.01,-118.46,339,509,93747680
"22219",90280,"SOUTH GATE","CA",33.94,-118.2,36696,70212,1020099613
"22220",90290,"TOPANGA","CA",34.1,-118.6,2959,5072,187563900
"22221",90291,"VENICE","CA",33.99,-118.46,14804,20638,807288781
"22222",90292,"MARINA DEL REY","CA",33.97,-118.43,12371,16888,881361201
"22223",90293,"PLAYA DEL REY","CA",33.94,-118.44,6827,9536,478869171
"22224",90294,"VENICE","CA",33.98,-118.47,530,681,19946668
"22225",90295,"MARINA DEL REY","CA",33.97,-118.43,875,1166,40862193
"22227",93510,"ACTON","CA",34.49,-118.22,3624,6716,220092605
"22228",91301,"AGOURA HILLS","CA",34.12,-118.76,12601,22555,899622085
"22229",91376,"AGOURA HILLS","CA",34.14,-118.75,426,642,25028001
"22230",91377,"OAK PARK","CA",34.19,-118.76,6706,12293,527698319
"22231",93201,"ALPAUGH","CA",35.86,-119.46,336,696,6904142
"22232",91001,"ALTADENA","CA",34.2,-118.13,16652,28725,911789914
"22233",91003,"ALTADENA","CA",34.18,-118.13,268,403,9996662
"22234",91006,"ARCADIA","CA",34.13,-118.02,15278,28021,866377822
"22235",91007,"ARCADIA","CA",34.12,-118.05,14711,26674,705546590
"22236",91066,"ARCADIA","CA",34.14,-118.02,445,681,16379867
"22237",91077,"ARCADIA","CA",34.12,-118.05,273,455,7583604
"22238",93202,"ARMONA","CA",36.31,-119.71,1548,3054,41755452
"22239",93420,"ARROYO GRANDE","CA",35.16,-120.43,12644,22308,503657413
"22240",93421,"ARROYO GRANDE","CA",35.12,-120.57,790,1293,24884163
"22241",93203,"ARVIN","CA",35.08,-118.79,6827,14589,151542797
"22242",93422,"ATASCADERO","CA",35.45,-120.71,12775,22551,521831871
"22243",93423,"ATASCADERO","CA",35.48,-120.64,1645,2688,58776129
"22244",93204,"AVENAL","CA",35.92,-120.1,3190,6674,76604107
"22245",93424,"AVILA BEACH","CA",35.18,-120.76,724,1139,29057831
"22246",93301,"BAKERSFIELD","CA",35.38,-119.02,4507,7620,142149353
"22247",93302,"BAKERSFIELD","CA",35.37,-119.02,392,635,11740659
"22248",93303,"BAKERSFIELD","CA",35.55,-118.92,258,446,15035208
"22249",93304,"BAKERSFIELD","CA",35.33,-119.02,16327,30415,419574722
"22250",93305,"BAKERSFIELD","CA",35.39,-118.98,10882,20671,274055690
"22251",93306,"BAKERSFIELD","CA",35.43,-118.83,23082,43761,832502566
"22252",93307,"BAKERSFIELD","CA",35.2,-118.86,24662,49152,625585080
"22253",93308,"BAKERSFIELD","CA",35.54,-118.91,18655,34003,736302012
"22254",93309,"BAKERSFIELD","CA",35.34,-119.07,23201,40902,837373370
"22255",93311,"BAKERSFIELD","CA",35.18,-119.21,15597,30317,955438921
"22256",93312,"BAKERSFIELD","CA",35.38,-119.22,21857,43353,1287758833
"22257",93313,"BAKERSFIELD","CA",35.15,-119.06,15619,31082,635943746
"22258",93314,"BAKERSFIELD","CA",35.38,-119.2,8884,17646,562563178
"22259",93380,"BAKERSFIELD","CA",35.55,-118.92,430,727,20927465
"22261",93384,"BAKERSFIELD","CA",35.37,-119.01,829,1480,23889498
"22262",93385,"BAKERSFIELD","CA",35.37,-118.99,321,598,7283171
"22263",93386,"BAKERSFIELD","CA",35.37,-118.95,381,671,12149101
"22264",93387,"BAKERSFIELD","CA",35.35,-118.95,455,874,10952866
"22266",93389,"BAKERSFIELD","CA",35.35,-119.06,1061,1766,43755298
"22267",93390,"BAKERSFIELD","CA",35.35,-119,700,1265,37715465
"22268",93513,"BIG PINE","CA",37.18,-118.18,817,1370,26299862
"22270",93514,"BISHOP","CA",37.5,-118.31,5778,10011,192885755
"22271",93515,"BISHOP","CA",37.36,-118.4,635,1062,21626177
"22272",93205,"BODFISH","CA",35.52,-118.4,746,1286,14547864
"22273",93516,"BORON","CA",34.96,-117.67,720,1337,23917556
"22275",93426,"BRADLEY","CA",35.85,-120.8,476,851,14864021
"22276",93517,"BRIDGEPORT","CA",38.27,-119.33,393,665,12177035
"22277",93427,"BUELLTON","CA",34.61,-120.22,2697,4914,118298980
"22278",91501,"BURBANK","CA",34.19,-118.29,9543,16002,422195614
"22279",91502,"BURBANK","CA",34.17,-118.31,5221,8245,178886364
"22280",91503,"BURBANK","CA",34.18,-118.3,327,463,12489812
"22281",91504,"BURBANK","CA",34.2,-118.3,11784,20413,554936932
"22282",91505,"BURBANK","CA",34.17,-118.34,16193,25892,832882063
"22283",91506,"BURBANK","CA",34.17,-118.32,9382,15393,455379693
"22286",91510,"BURBANK","CA",34.17,-118.34,764,1120,28446246
"22291",93206,"BUTTONWILLOW","CA",35.43,-119.49,861,1766,22691620
"22292",93518,"CALIENTE","CA",35.4,-118.51,459,828,13435132
"22294",93010,"CAMARILLO","CA",34.23,-119.07,19505,34198,941951719
"22295",93011,"CAMARILLO","CA",34.21,-119.03,1178,1879,47507052
"22296",93012,"CAMARILLO","CA",34.2,-118.98,15846,28348,973230925
"22297",93428,"CAMBRIA","CA",35.59,-121.01,3375,5624,77486374
"22299",91303,"CANOGA PARK","CA",34.19,-118.6,10074,17718,325414750
"22300",91304,"CANOGA PARK","CA",34.22,-118.59,20972,37168,894798302
